DATE,BAA10YM,CPIAUCSL,FEDFUNDS,HOUST,INDPRO,INTDSRUSM193N,ISRATIO,M2SL,MTSDS133FMS,PAYEMS,PCE,T10Y2YM,T10YFFM,UMCSENT,UNRATE,USSLIND,A191RL1Q225SBEA,A191RO1Q156NBEA,GDPC1,GFDEGDQ188S,GPDI,PCEC
1972-12-01,1.57,3.406326034063256,5.33,3.093681917211333,11.617230149537306,4.5,,12.952273687174443,,4.380867852833914,10.667215815485998,,1.03,10.609756097560986,5.2,,9.166666666666668,7.366666666666666,7.342113595351019,-4.521576429552465,19.85978950807805,11.405574106613159
1973-01-01,1.44,3.6407766990291357,5.94,-0.5212510024057759,9.704124240692114,4.77,,12.902326877525416,,4.384257533717095,11.619958988380041,,0.52,10.609756097560986,4.9,,10.3,7.6,7.561894130622826,-4.127572767781807,19.41371473648623,11.646151014685735
1973-02-01,1.33,3.864734299516903,6.58,-4.225941422594137,10.264953881952188,5.05,,12.18134215240456,,4.633300297324072,12.17060581363758,,0.06,-11.74568965517241,5.0,,8.333333333333334,7.166666666666666,7.14159992376866,-4.068672317926358,19.010500448881153,11.420640104506852
1973-03-01,1.32,4.8309178743961345,7.09,1.328191945158519,9.559590800150563,5.5,,11.15201090661213,,4.578855012064054,11.158569140416441,,-0.38,-11.74568965517241,4.9,,6.366666666666667,6.7333333333333325,6.727570695760865,-4.00855733121932,18.62401809878722,11.19881473645723
1973-04-01,1.42,5.301204819277117,7.12,-7.336594041796351,8.263886105760943,5.5,,11.010292524377041,,4.5009704491402625,11.056478405315628,,-0.45,-11.74568965517241,5.0,,4.4,6.3,6.319667402603346,-3.9471898503971925,18.253247383133875,10.980585293201163
1973-05-01,1.21,5.528846153846145,7.84,2.0261143628995892,9.017060451029945,5.9,,11.233687609309829,,4.3269950591405815,11.02902374670185,,-0.99,-13.092550790067714,4.9,,2.233333333333334,5.8,5.800232159418295,-4.118225494500328,16.60744503310101,10.88849858569667
1973-06-01,1.23,5.995203836930463,8.49,-8.296362023070103,8.78315763725228,6.33,,11.15112711751365,,4.242251687952492,10.858718487394947,,-1.59,-13.092550790067714,4.9,,0.06666666666666733,5.3,5.284046788222829,-4.289428441173371,14.991529312618868,10.7978823384707
1973-07-01,1.11,5.741626794258381,10.4,-5.728241563055059,9.280672031625015,6.98,,10.138248847926267,,4.346823318726334,10.93648525782569,,-3.27,-13.092550790067714,4.8,,-2.1,4.8,4.771080884655632,-4.460798936012978,13.404693466043138,10.708701609566385
1973-08-01,1.13,7.398568019093088,10.5,-13.895885810243492,7.667621084506626,7.29,,9.119292311695059,,4.082761225233011,9.918845807033371,,-3.1,-24.369747899159666,4.8,,-0.1333333333333333,4.533333333333333,4.519207580937956,-4.9245558163786285,14.681078630674559,10.184133327664636
1973-09-01,1.54,7.3634204275534465,10.78,-24.465941152760983,7.809079134767383,7.5,,7.837594757805477,,4.0558009264246575,11.278965561387789,,-3.69,-24.369747899159666,4.8,,1.8333333333333333,4.266666666666667,4.270114917341217,-5.387183477629431,15.93372817605121,9.670469113342595
1973-10-01,1.62,8.056872037914697,10.01,-32.51509054325956,7.103643698916118,7.5,,7.078408946498915,,3.9277392398960886,9.22128569631402,,-3.22,-24.369747899159666,4.6,,3.8,4.0,4.0237570999252625,-5.848686039117467,17.16329808314039,9.167372473772705
1973-11-01,1.69,8.25471698113207,10.03,-28.789756299049984,6.411504116479616,7.5,,6.927824663055793,,3.930748402758333,9.544034978138672,,-3.3,-15.65600882028666,4.8,,1.4,2.8666666666666667,2.8769662995218326,-5.433145185990829,13.129120141520922,8.805854548887048
1973-12-01,1.74,8.94117647058823,9.95,-35.502958579881664,4.955390375876356,7.5,,6.630936058830872,,3.6708827124408705,8.745813174544104,,-3.21,-15.65600882028666,4.9,,-1.0,1.7333333333333334,1.7487890172629195,-5.0138378755930635,9.252332826879716,8.451566935290344
1974-01-01,1.49,9.601873536299754,9.65,-41.515517936316,3.5439416084178665,7.5,,6.096507466370493,,3.283653146779164,8.328230251071655,,-2.66,-15.65600882028666,5.1,,-3.4,0.6,0.6387757282945827,-4.590712666105379,5.523901648755669,8.104294872649586
1974-02-01,1.57,9.999999999999986,8.97,-23.460026212319796,1.7147606035817997,7.5,,6.154035130819313,,2.946825584760693,7.7379510777427996,,-2.01,-24.542124542124554,5.2,,-1.9333333333333331,0.3333333333333333,0.35433783675926644,-4.454444740949182,4.800456217769322,8.577132438293544
1974-03-01,1.41,10.138248847926267,9.35,-34.24947145877378,1.6989510124556517,7.5,,6.721452226174418,,2.6375124534633754,8.237271853986549,,-2.14,-24.542124542124554,5.1,,-0.4666666666666664,0.06666666666666665,0.07194942895853984,-4.315539385269929,4.102414933508691,9.044113451348569
1974-04-01,1.36,10.068649885583515,10.51,-22.88867562380038,1.487685007958861,7.6,,6.490179333902635,,2.5204368582826486,8.986478401340193,,-3.0,-24.542124542124554,5.1,,1.0,-0.2,-0.20841156656146165,-4.173919280647864,3.428462766036766,9.505346050751529
1974-05-01,1.47,10.70615034168565,11.31,-37.069726390114745,1.6337366289334243,8.0,,5.781325592646347,,2.4801690846466995,9.600760456273761,,-3.73,-6.363636363636371,5.1,,-0.5666666666666667,-0.33333333333333337,-0.34810894273231696,-4.092326853579964,3.13065501725307,9.850228214860968
1974-06-01,1.73,10.859728506787313,11.93,-26.802128688921144,1.4538095474898816,8.0,,5.340213608544353,,2.233147346105313,9.913537841999286,,-4.39,-6.363636363636371,5.4,,-2.1333333333333333,-0.4666666666666667,-0.48829782355434004,-4.010362574145587,2.8299613736813667,10.190162847630901
1974-07-01,1.67,11.538461538461519,12.92,-38.01224682053698,1.0858682100938433,8.0,,5.36760310818889,,2.240193465343965,9.811497482730358,,-5.11,-6.363636363636371,5.5,,-3.7,-0.6,-0.628980807528956,-3.928023894498134,2.526339682599721,10.525255653603494
1974-08-01,1.73,10.888888888888882,12.01,-44.31984397854705,0.27154220443093013,8.0,,5.400572246065827,,1.8803130831432702,11.894995898277273,,-3.97,-10.555555555555552,5.5,,-2.966666666666667,-1.0333333333333332,-1.0705685587391822,-3.6447871960529343,1.709267622614652,10.26338138654237
